
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////

(355,1465,-485,440, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(553,2955,535,160, 'West' , 'None' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'East' , 'None' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'East' , 'North' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'South' , 'East' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'South' , 'West' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'West' , 'North' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'South' , 'None' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'East' , 'West' , 'T_junction' , 'NIL'),
(553,2955,535,160, 'West' , 'East' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'South' , 'None' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'East' , 'None' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'West' , 'None' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'East' , 'North' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'East' , 'West' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'South' , 'East' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'South' , 'West' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'West' , 'East' , 'T_junction' , 'NIL'),
(554,3055,535,160, 'West' , 'North' , 'T_junction' , 'NIL'),
(555,3055,555,160, 'None' , 'None' , 'Room' , 'E4A-04-08'),
(556,3240,535,160, 'North' , 'None' , 'Corner' , 'NIL'),
(556,3240,535,160, 'East' , 'None' , 'Corner' , 'NIL'),
(556,3240,535,160, 'East' , 'East' , 'Corner' , 'NIL'),
(556,3240,535,160, 'North' , 'West' , 'Corner' , 'NIL'),
(557,3240,380,160, 'East' , 'None' , 'Corner' , 'NIL'),
(557,3240,380,160, 'South' , 'None' , 'Corner' , 'NIL'),
(557,3240,380,160, 'East' , 'West' , 'Corner' , 'NIL'),
(557,3240,380,160, 'South' , 'East' , 'Corner' , 'NIL'),
(558,3220,380,160, 'West' , 'Up' , 'Stairs' , 'NIL'),
(558,3220,380,160, 'West' , 'None' , 'Stairs' , 'NIL'),
(558,3220,380,160, 'East' , 'None' , 'Stairs' , 'NIL'),
(558,3220,380,160, 'West' , 'Down' , 'Stairs' , 'NIL'),
(559,2635,660,120, 'East' , 'Down' , 'Elevator' , 'NIL'),
(559,2635,660,120, 'East' , 'None' , 'Elevator' , 'NIL'),
(559,2635,660,120, 'East' , 'Up' , 'Elevator' , 'NIL'),
(559,2635,660,120, 'West' , 'None' , 'Elevator' , 'NIL'),

(560,2615,660,120, 'North' , 'None' , 'Corner' , 'NIL'),
(560,2615,660,120, 'North' , 'East' , 'Corner' , 'NIL'),
(560,2615,660,120, 'West' , 'None' , 'Corner' , 'NIL'),
(560,2615,660,120, 'West' , 'West' , 'Corner' , 'NIL'),
(561,2615,595,120, 'North' , 'None' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'South' , 'None' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'North' , 'North' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'West' , 'None' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'South' , 'North' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'North' , 'East' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'West' , 'West' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'West' , 'East' , 'T_junction' , 'NIL'),
(561,2615,595,120, 'South' , 'West' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'East' , 'None' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'North' , 'East' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'North' , 'None' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'West' , 'None' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'North' , 'West' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'East' , 'East' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'West' , 'North' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'West' , 'West' , 'T_junction' , 'NIL'),
(562,2675,595,120, 'East' , 'North' , 'T_junction' , 'NIL'),
(563,2695,595,120, 'None' , 'None' , 'Room' , 'E4A-03-04'),
(564,2635,660,80, 'East' , 'Up' , 'Elevator' , 'NIL'),
(564,2635,660,80, 'East' , 'Down' , 'Elevator' , 'NIL'),
(564,2635,660,80, 'East' , 'None' , 'Elevator' , 'NIL'),
(564,2635,660,80, 'West' , 'None' , 'Elevator' , 'NIL'),
(565,2615,660,80, 'North' , 'East' , 'Corner' , 'NIL'),
(565,2615,660,80, 'North' , 'None' , 'Corner' , 'NIL'),
(565,2615,660,80, 'West' , 'West' , 'Corner' , 'NIL'),
(565,2615,660,80, 'West' , 'None' , 'Corner' , 'NIL'),
(566,2615,595,80, 'North' , 'None' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'South' , 'None' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'North' , 'North' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'West' , 'None' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'North' , 'East' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'South' , 'North' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'West' , 'East' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'South' , 'West' , 'T_junction' , 'NIL'),
(566,2615,595,80, 'West' , 'West' , 'T_junction' , 'NIL'),
(567,2635,660,40, 'East' , 'Up' , 'Elevator' , 'NIL'),
(567,2635,660,40, 'East' , 'Down' , 'Elevator' , 'NIL'),
(567,2635,660,40, 'East' , 'None' , 'Elevator' , 'NIL'),
(567,2635,660,40, 'West' , 'None' , 'Elevator' , 'NIL'),
(568,2615,660,40, 'South' , 'None' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'North' , 'None' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'North' , 'North' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'North' , 'East' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'South' , 'North' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'South' , 'West' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'West' , 'None' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'West' , 'East' , 'T_junction' , 'NIL'),
(568,2615,660,40, 'West' , 'West' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'South' , 'None' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'West' , 'None' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'North' , 'None' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'North' , 'North' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'North' , 'East' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'South' , 'North' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'South' , 'West' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'West' , 'East' , 'T_junction' , 'NIL'),
(569,2615,595,40, 'West' , 'West' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'South' , 'None' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'North' , 'North' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'South' , 'North' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'South' , 'West' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(570,2675,280,240, 'West' , 'East' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'East' , 'North' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'West' , 'North' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(571,2805,280,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(572,2805,260,240, 'None' , 'None' , 'Room' , 'E4-03-04'),

(573,2920,280,240, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(573,2920,280,240, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(574,2920,260,240, 'None' , 'None' , 'Room' , 'E4-03-05'),
(575,3030,280,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'East' , 'North' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'West' , 'North' , 'T_junction' , 'NIL'),
(575,3030,280,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(576,3030,260,240, 'None' , 'None' , 'Room' , 'E4-03-06'),
(577,3065,280,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'East' , 'North' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(577,3065,280,240, 'West' , 'North' , 'T_junction' , 'NIL'),
(578,3065,260,240, 'None' , 'None' , 'Room' , 'E4-03-07'),
(579,3130,280,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'North' , 'East' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'West' , 'None' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'East' , 'North' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'West' , 'North' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(579,3130,280,240, 'West' , 'West' , 'T_junction' , 'NIL'),
(580,3130,260,240, 'None' , 'None' , 'Room' , 'E4-03-08'),
(581,3325,280,240, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(581,3325,280,240, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(582,3325,260,240, 'None' , 'None' , 'Room' , 'E4-03-09'),
(583,3325,320,240, 'North' , 'None' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'East' , 'None' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'South' , 'None' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'North' , 'North' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'North' , 'West' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'East' , 'East' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'East' , 'West' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'South' , 'North' , 'T_junction' , 'NIL'),
(583,3325,320,240, 'South' , 'East' , 'T_junction' , 'NIL'),
(584,3305,320,240, 'West' , 'Up' , 'Stairs' , 'NIL'),
(584,3305,320,240, 'East' , 'None' , 'Stairs' , 'NIL'),
(584,3305,320,240, 'West' , 'None' , 'Stairs' , 'NIL'),
(584,3305,320,240, 'West' , 'Down' , 'Stairs' , 'NIL'),
(585,1355,425,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'North' , 'East' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'West' , 'None' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'East' , 'North' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'West' , 'North' , 'T_junction' , 'NIL'),
(585,1355,425,280, 'West' , 'West' , 'T_junction' , 'NIL'),
(586,1355,405,280, 'None' , 'None' , 'Room' , 'E3-06-01'),
(587,1275,425,280, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(587,1275,425,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(588,1275,445,280, 'None' , 'None' , 'Room' , 'E3-06-14'),

(589,1275,405,280, 'None' , 'None' , 'Room' , 'E3-06-03'),
(590,1195,425,280, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(590,1195,425,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(591,1195,405,280, 'None' , 'None' , 'Room' , 'E3-06-04'),
(592,1195,445,280, 'None' , 'None' , 'Room' , 'E3-06-13'),
(593,1115,425,280, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(593,1115,425,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(594,1115,445,280, 'None' , 'None' , 'Room' , 'E3-06-12'),
(595,1115,405,280, 'None' , 'None' , 'Room' , 'E3-06-05'),
(596,1035,425,280, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(596,1035,425,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(597,1035,405,280, 'None' , 'None' , 'Room' , 'E3-06-06'),
(598,1035,445,280, 'None' , 'None' , 'Room' , 'E3-06-11'),
(599,955,425,280, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(599,955,425,280, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(600,955,445,280, 'None' , 'None' , 'Room' , 'E3-06-10'),
(601,955,405,280, 'None' , 'None' , 'Room' , 'E3-06-07'),

(602,850,425,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(602,850,425,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(602,850,425,280, 'West' , 'None' , 'T_junction' , 'NIL'),
(602,850,425,280, 'North' , 'East' , 'T_junction' , 'NIL'),
(602,850,425,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(602,850,425,280, 'East' , 'North' , 'T_junction' , 'NIL'),
(602,850,425,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(602,850,425,280, 'West' , 'North' , 'T_junction' , 'NIL'),
(602,850,425,280, 'West' , 'West' , 'T_junction' , 'NIL'),
(603,830,425,280, 'None' , 'None' , 'Room' , 'E3-06-09'),
(604,850,405,280, 'North' , 'None' , 'T_junction' , 'NIL'),
(604,850,405,280, 'North' , 'North' , 'T_junction' , 'NIL'),
(604,850,405,280, 'East' , 'None' , 'T_junction' , 'NIL'),
(604,850,405,280, 'South' , 'None' , 'T_junction' , 'NIL'),
(604,850,405,280, 'East' , 'East' , 'T_junction' , 'NIL'),
(604,850,405,280, 'North' , 'West' , 'T_junction' , 'NIL'),
(604,850,405,280, 'East' , 'West' , 'T_junction' , 'NIL'),
(604,850,405,280, 'South' , 'North' , 'T_junction' , 'NIL'),
(604,850,405,280, 'South' , 'East' , 'T_junction' , 'NIL'),
(605,830,405,280, 'None' , 'None' , 'Room' , 'E3-06-08'),
(606,1850,-135,280, 'West' , 'Up' , 'Stairs' , 'NIL'),
(606,1850,-135,280, 'West' , 'None' , 'Stairs' , 'NIL'),
(606,1850,-135,280, 'East' , 'None' , 'Stairs' , 'NIL'),
(607,1850,-135,320, 'West' , 'Up' , 'Stairs' , 'NIL'),
(607,1850,-135,320, 'West' , 'Down' , 'Stairs' , 'NIL'),
(607,1850,-135,320, 'West' , 'None' , 'Stairs' , 'NIL'),
(607,1850,-135,320, 'East' , 'None' , 'Stairs' , 'NIL'),
(608,1850,-135,360, 'West' , 'None' , 'Stairs' , 'NIL'),
(608,1850,-135,360, 'West' , 'Down' , 'Stairs' , 'NIL'),
(608,1850,-135,360, 'East' , 'None' , 'Stairs' , 'NIL'),
(609,1780,-135,360, 'North' , 'None' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'East' , 'None' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'North' , 'East' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'West' , 'None' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'North' , 'West' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'East' , 'North' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'East' , 'East' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'West' , 'North' , 'T_junction' , 'NIL'),
(609,1780,-135,360, 'West' , 'West' , 'T_junction' , 'NIL'),
(610,1760,-135,360, 'West' , 'Up' , 'Elevator' , 'NIL'),
(610,1760,-135,360, 'West' , 'None' , 'Elevator' , 'NIL'),
(610,1760,-135,360, 'East' , 'None' , 'Elevator' , 'NIL'),
(611,1780,-200,360, 'South' , 'Up' , 'Stairs' , 'NIL'),
(611,1780,-200,360, 'North' , 'None' , 'Stairs' , 'NIL'),
(611,1780,-200,360, 'South' , 'None' , 'Stairs' , 'NIL'),
(612,1760,-135,400, 'West' , 'Down' , 'Stairs' , 'NIL'),
(612,1760,-135,400, 'West' , 'Up' , 'Stairs' , 'NIL'),
(612,1760,-135,400, 'West' , 'None' , 'Stairs' , 'NIL'),
(612,1760,-135,400, 'East' , 'None' , 'Stairs' , 'NIL'),
(613,1780,-135,400, 'North' , 'None' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'East' , 'None' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'South' , 'None' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'East' , 'East' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'North' , 'West' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'North' , 'North' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'South' , 'North' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'East' , 'West' , 'T_junction' , 'NIL'),
(613,1780,-135,400, 'South' , 'East' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'East' , 'None' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'North' , 'None' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'North' , 'East' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'West' , 'None' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'East' , 'North' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'North' , 'West' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'West' , 'North' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'West' , 'West' , 'T_junction' , 'NIL'),
(614,1780,-105,400, 'East' , 'East' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'South' , 'None' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'West' , 'None' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'East' , 'None' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'East' , 'North' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'East' , 'West' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'South' , 'East' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'South' , 'West' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'West' , 'North' , 'T_junction' , 'NIL'),
(615,1820,-105,400, 'West' , 'East' , 'T_junction' , 'NIL'),
(616,1820,-85,400, 'None' , 'None' , 'Room' , 'E2A-02-01'),
(617,1935,-105,400, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'North' , 'West' , 'Cross_junction' , 'NIL'),
